ticker,title,url,time_published,summary,banner_image,source,source_domain,topic1,topic1_relevance_score,topic2,topic2_relevance_score,topic3,topic3_relevance_score,overall_sentiment_score,overall_sentiment_label
AAPL,Want to Invest Like Warren Buffett? Buy These 2 Top Stocks and Hold Them Forever,https://www.fool.com/investing/2022/12/29/want-to-invest-like-warren-buffett-buy-these-2-top/,20221229T133000,Both companies rate a thumbs-up from the legendary investor.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F714172%2Fsocial-security-10.jpg&op=resize&h=340,Motley Fool,www.fool.com,Life Sciences,0.5,Financial Markets,0.796627,Earnings,0.614606,0.274592,Somewhat-Bullish
AAPL,Have $500? These 2 Stocks Could Be Bargain Buys for 2023 and Beyond,https://www.fool.com/investing/2022/12/30/have-500-2-stocks-bargain-buys-for-2023/,20221230T223709,Add some juice to your savings by adding $500 to these stocks.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F714172%2Fsocial-security-10.jpg&op=resize&h=340,Motley Fool,www.fool.com,Economy - Monetary,0.158519,Retail & Wholesale,0.5,Financial Markets,0.266143,0.338314,Somewhat-Bullish
AAPL,Stock Market Closes Out Grim 2022 With Correction: Weekly Review,https://www.investors.com/news/stock-market-closes-out-grim-2022-with-a-correction-weekly-review/,20221230T161300,"The stock market fell into a correction Wednesday as the Dow Jones and Nasdaq broke below key levels. The major indexes rebounded Thursday, fueled by Apple ( AAPL ) , Tesla ( TSLA ) and other beaten-down stocks. A market rally attempt is now underway, but has a lot to prove.",https://www.investors.com/wp-content/uploads/2017/02/stock-wallStreet-1-shutter.jpg,Investors Business Daily,www.investors.com,Life Sciences,0.25,Financial Markets,0.538269,Manufacturing,0.25,-0.063515,Neutral
AAPL,Why is Tesla stock price falling? | The Financial Express,https://www.financialexpress.com/investing-abroad/featured-stories/why-is-tesla-stock-price-falling/2929018/,20221228T062526,Why is Tesla stock price falling? The Financial Express ...,https://www.financialexpress.com/wp-content/uploads/2022/12/3-27.jpg,The Financial Express,www.financialexpress.com,Technology,0.25,Finance,0.25,Economy - Monetary,0.158519,0.068589,Neutral
AAPL,Five days that killed the year': These trading sessions accounted for 95% of the S&P 500's losses in 2022,https://www.marketwatch.com/story/the-days-that-killed-the-year-these-5-trading-sessions-accounted-for-95-of-the-s-p-500s-losses-in-2022-11672253198,20221228T184600,Just five trading sessions accounted for more than 95% of the S&P 500 index losses in 2022 as the U.S. stock market headed for its worst year since 2008.,https://images.mktw.net/im-693522/social,MarketWatch,www.marketwatch.com,Economy - Monetary,0.99489,Retail & Wholesale,0.5,Financial Markets,0.992549,-0.32169,Somewhat-Bearish
AAPL,"Huawei's Business Comes Out Of The Woods, Chair Eric Xu Says - Samsung Electronics Co  ( OTC:SSNLF ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/news/earnings/22/12/30235878/huaweis-business-comes-out-of-the-woods-chair-eric-xu-says,20221230T143332,"Huawei Technologies Co said it had exited ""crisis mode"" following Trump-era sanctions, as it reported growth in its telecom-infrastructure business and flat overall revenue for 2022.",https://cdn.benzinga.com/files/images/story/2022/12/30/huawei_windows_phone_batterij.jpg?optimize=medium&dpr=2&auto=webp&width=3840,Benzinga,www.benzinga.com,Earnings,0.538269,Technology,1,,,-0.117137,Neutral
AAPL,"Many Stocks Are at 52-Week Lows, but Don't Fall for These Traps",https://www.fool.com/investing/2022/12/30/stocks-are-at-52-week-lows-but-dont-fall-for-traps/,20221230T210000,Taking an extra step can help ensure you're not misled by falling stock prices.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F714316%2Fman-working-in-the-office.jpg&op=resize&w=700,Motley Fool,www.fool.com,Financial Markets,1,Earnings,0.714479,Technology,0.5,0.098783,Neutral
AAPL,"Stocks making the biggest moves premarket: Tesla, Cal-Maine, Southwest and others",https://www.cnbc.com/2022/12/29/stocks-making-the-biggest-moves-premarket-tesla-cal-maine-southwest-and-others.html,20221229T124555,These are the stocks posting the largest moves before the bell.,https://image.cnbcfm.com/api/v1/image/107172094-S-5ED2-REQ-122922-NewsPRE1.jpg?v=1672310756&w=750&h=422&vtcrop=y,CNBC,www.cnbc.com,Life Sciences,0.2,Energy & Transportation,0.2,Technology,0.2,-0.189104,Somewhat-Bearish
AAPL,Stock Market Breaks Key Levels As Apple Tumbles,https://www.investors.com/market-trend/stock-market-today/dow-jones-breaks-key-level-nasdaq-sets-bear-closing-low-as-apple-skids-tesla-ends-dive/,20221228T224000,"Dow Jones Breaks Key Level, Nasdaq Sets Bear Closing Low As ... Investor's Business Daily ...",https://www.investors.com/wp-content/uploads/2018/04/Stock-BearVista-01-adobe.jpg,Investors Business Daily,www.investors.com,Financial Markets,1,Manufacturing,0.333333,Earnings,0.538269,-0.078132,Neutral
AAPL,Futures Rise After Market Breaks Key Levels; What To Do,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-tesla-extends-bounce-after-market-breaks-key-levels/,20221229T131800,"Dow Jones Futures Rise, Tesla Bounces After Market Breaks Key ... Investor's Business Daily ...",https://www.investors.com/wp-content/uploads/2018/04/Stock-BearVista-01-adobe.jpg,Investors Business Daily,www.investors.com,Financial Markets,1,Manufacturing,0.25,Earnings,0.538269,-0.087816,Neutral
AAPL,3 Companies With Rock-Solid Free Cash Flow,https://www.zacks.com/stock/news/2033185/3-companies-with-rock-solid-free-cash-flow,20221228T215500,"Generally, companies that display free cash flow strength are well-established and carry highly-successful business operations, undoubtedly perks that any investor looks for.",https://staticx-tuner.zacks.com/images/articles/main/03/29840.jpg,Zacks Commentary,www.zacks.com,Earnings,0.161647,Technology,0.5,Finance,0.5,0.293297,Somewhat-Bullish
AAPL,2 Blue Chip Stocks to Buy No Matter What Happens in 2023,https://www.fool.com/investing/2022/12/29/2-blue-chip-stocks-to-buy-no-matter-what-happens/,20221229T134500,These stocks won't crumble under the pressure of an economic recession if there is one next year.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F714304%2Fascending-bar-chart-line-invest-financial-newspaper-stock-market-quote-rally-bull-getty.jpg&op=resize&h=340,Motley Fool,www.fool.com,Life Sciences,0.5,Financial Markets,0.360215,Earnings,0.214378,0.085133,Neutral
AAPL,Markets Turn Bullish with a Half-Session Left in 2022,https://www.zacks.com/stock/news/2033662/markets-turn-bullish-with-a-half-session-left-in-2022,20221229T225000,We'll end this worst year for the markets since 2008 down double-digits for three of the four major indices.,https://staticx-tuner.zacks.com/images/articles/main/de/34055.jpg,Zacks Commentary,www.zacks.com,Economy - Monetary,0.158519,Financial Markets,0.684621,Manufacturing,0.5,0.060336,Neutral
AAPL,Futures: What To Do As Rally Attempt Gets Started,https://www.investors.com/market-trend/stock-market-today/stock-market-rally-attempt-begins-tesla-jumps-new-ev-credit-guidelines/,20221229T230900,Stock Market Rally Attempt Begins. Tesla Jumps Amid EV Credit ... Investor's Business Daily ...,https://www.investors.com/wp-content/uploads/2021/01/Stock-Tesla-modelY-01-adobe.jpg,Investors Business Daily,www.investors.com,Life Sciences,0.2,Technology,0.2,Economy - Monetary,0.158519,0.102469,Neutral
AAPL,"Why Taiwan Semiconductor, Qualcomm, and Skyworks Solutions Fell Today",https://www.fool.com/investing/2022/12/30/why-taiwan-semiconductor-qualcomm-and-skyworks-sol/,20221230T181521,"A combination of recession fears, higher long-term interest rates, and lower iPhone sales estimates could be sending these stocks lower.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F714466%2Fbuffett-3-tmf-may-2015-shrunk.jpg&op=resize&h=340,Motley Fool,www.fool.com,Economy - Monetary,0.682689,Financial Markets,0.858979,Manufacturing,0.5,0.009821,Neutral
AAPL,"11 predictions for money, technology, stocks and crypto for 2023",https://www.marketwatch.com/story/11-predictions-for-money-technology-stocks-and-crypto-for-2023-11672433871,20221230T205700,Cody Willard gets out his crystal ball and sees plenty of good news ahead.,https://images.mktw.net/im-694299/social,MarketWatch,www.marketwatch.com,Technology,0.25,Blockchain,0.158519,Economy - Monetary,0.682689,0.20518,Somewhat-Bullish
AAPL,73% of Warren Buffett's Portfolio Is Invested in These 5 Stocks,https://www.fool.com/investing/2022/12/30/73-warren-buffett-portfolio-invested-in-5-stocks/,20221230T100600,Portfolio concentration is a big reason the Oracle of Omaha has outperformed for more than a half-century.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F714288%2Fwarren-buffett-brka-brkb-berkshire-hathaway-motley-fool5.jpg&op=resize&w=700,Motley Fool,www.fool.com,Energy & Transportation,0.25,Technology,0.25,Finance,0.25,0.200553,Somewhat-Bullish
AAPL,"Wharton Professor Jimmy Siegel Says Real Inflationary Challenges Over, Predicts 15-20% Rally For US Stocks In First Half Of 2023 - SPDR S&P 500  ( ARCA:SPY ) ",https://www.benzinga.com/analyst-ratings/analyst-color/22/12/30223473/wharton-professor-jimmy-siegel-says-real-inflationary-challenges-over-predicts-15-2,20221229T113005,"As a dismal year on multiple fronts draws to a close, the attention has shifted to what's in store for the financial markets in 2023. What Happened: The year 2023 is likely to be a very good one for equities, promising roughly 15-20% upside, Wharton Professor Jeremy Siegel said in his weekly ...",https://cdn.benzinga.com/files/images/story/2022/12/29/stock_rally_photo_by_pixels_hunter_on_shutterstock.jpg?width=1200&height=800&fit=crop,Benzinga,www.benzinga.com,Economy - Monetary,0.576289,Retail & Wholesale,0.5,Financial Markets,0.967645,-0.051004,Neutral
AAPL,2022 stock carnage erases $5.2 trillion in market cap from these 10 FAANG+ stocks,https://www.marketwatch.com/story/2022-stock-carnage-erases-5-2-trillion-in-market-cap-from-these-10-faang-stocks-11672253697,20221228T185400,"A nasty December is adding to pain to former FAANG+ highfliers, including Amazon, Apple and Tesla.",https://images.mktw.net/im-693542?width=700&height=331,MarketWatch,www.marketwatch.com,Economy - Monetary,0.310843,Retail & Wholesale,0.333333,Financial Markets,0.905476,-0.1747,Somewhat-Bearish
AAPL,Stock Market Shakes Off Winter Gloom; Tesla Short Squeeze; Apple Tries To Bounce Off Bear Market Low,https://www.investors.com/market-trend/stock-market-today/stock-market-shakes-off-winter-gloom-tesla-short-squeeze-apple-tries-to-bounce-off-bear-market-low/,20221229T154700,Stock Market Shakes Off Winter Gloom. Tesla Short Squeeze. Apple ... Investor's Business Daily ...,https://www.investors.com/wp-content/uploads/2022/03/Stock-Apple-logoMag-adobe.jpg,Investors Business Daily,www.investors.com,Financial Markets,1,Manufacturing,0.333333,Earnings,0.310843,0.12317,Neutral
AAPL,"Stocks Nudge Higher, Goldman Sachs, TSMC, Tesla, Solana - Five Things To Know",https://www.thestreet.com/markets/stocks-higher-goldman-sachs-tsmc-tesla-solana-5-things-to-know,20221229T113300,Stock futures higher with eyes on China risk. Goldman Sachs prepping jobs cuts as Fed weighs on growth. TSMC begins new high-tech chip production in Taiwan. Elon Musk urges Tesla employees to ignore 'stock market craziness' and Solana extends slump as FTX collapse taints upstart token.,https://www.thestreet.com/.image/ar_16:9%2Cc_fill%2Ccs_srgb%2Cfl_progressive%2Cg_faces:center%2Cq_auto:good%2Cw_620/MTk0MTE0ODk5NTI4Mzk0NDE3/2023_3_kl_113022.jpg,The Street,www.thestreet.com,Technology,0.333333,Finance,0.333333,Blockchain,0.310843,-0.002421,Neutral
AAPL,"ChatGPT is called 'an iPhone moment in AI,' but will it make money like the iPhone?",https://www.marketwatch.com/story/chatgpt-is-called-an-iphone-moment-in-ai-but-will-it-make-money-like-the-iphone-11672187982,20221228T003900,"ChatGPT is the latest AI product to take away Silicon Valley's breath, but it is also another one that has not proved an ability to make money.",https://images.mktw.net/im-693111/social,MarketWatch,www.marketwatch.com,Technology,0.2,Finance,0.2,Retail & Wholesale,0.2,0.066782,Neutral
AAPL,Stock Market Falls In Late Trading; Home Sales Drop; Natural Gas Stocks Fall As Gas Prices Slide,https://www.investors.com/market-trend/stock-market-today/stock-market-falls-in-late-trading-home-sales-drop-natural-gas-stocks-fall-as-gas-prices-slide/,20221228T185400,Stock Market Falls In Late Trading. Home Sales Drop. Natural Gas ... Investor's Business Daily ...,https://www.investors.com/wp-content/uploads/2019/04/stock-wall-street-05-adobe.jpg,Investors Business Daily,www.investors.com,Energy & Transportation,0.2,Technology,0.2,Finance,0.2,-0.122713,Neutral
AAPL,"Stock Market Closes Lower; Nasdaq Losses Deepen On Falling Home Sales, Energy Prices",https://www.investors.com/market-trend/stock-market-today/stock-market-extends-losses-home-sales-drop-natural-gas-stocks-fall-as-gas-prices-slide/,20221228T201400,"Stock Market Extends Losses. Home Sales Drop. Coal, Gas Stocks ... Investor's Business Daily ...",https://www.investors.com/wp-content/uploads/2017/12/stock-coal-02-shutter.jpg,Investors Business Daily,www.investors.com,Energy & Transportation,0.2,Technology,0.2,Finance,0.2,-0.153078,Somewhat-Bearish
AAPL,Futures Rise After Jobless Claims; Tesla Continues To Rebound,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-rise-ahead-of-jobless-claims-tesla-stock-races-higher-on-reiterated-buy-rating/,20221229T134800,Dow Jones Futures Rally On Jobless Claims. Tesla Stock Surges On ... Investor's Business Daily ...,https://www.investors.com/wp-content/uploads/2021/09/Stock-wallstreetflag-01-adobe.jpg,Investors Business Daily,www.investors.com,Life Sciences,0.166667,Energy & Transportation,0.166667,Technology,0.166667,0.129093,Neutral
AAPL,Futures slip on last trading day of torrid year,https://www.reuters.com/markets/us/futures-slip-last-trading-day-torrid-year-2022-12-30/,20221230T122300,"Dec 30 ( Reuters ) - U.S. stock index futures edged down on the final trading day of a roller-coaster year marked by aggressive monetary policy tightening by the Federal Reserve, the Russia-Ukraine war and fears of an impending recession.",https://cloudfront-us-east-2.images.arcpublishing.com/reuters/NYISRS2ZHVKZPB4H3HKELLVKK4.jpg,Reuters,www.reuters.com,Economy - Monetary,0.838487,Financial Markets,0.650727,Earnings,0.158519,-0.200201,Somewhat-Bearish
AAPL,Futures Rise Ahead Of Economic Data,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-rise-ahead-of-economic-data-tesla-stock-set-to-rebound-amid-historic-plunge/,20221228T135800,"Dow Jones futures rose Wednesday morning ahead of economic data, with another housing report and a Fed manufacturing index due out. Tesla stock rebounded, looking to retake a small bite of its historic December plunge. Wednesday's economic data includes the pending home sales index and the ...",https://www.investors.com/wp-content/uploads/2019/10/stock-wall-street-flags-adobe.jpg,Investors Business Daily,www.investors.com,Life Sciences,0.166667,Energy & Transportation,0.166667,Technology,0.166667,0.118917,Neutral
AAPL,"Top Stories Thursday, Dec. 29 - BNB  ( BNB/USD ) , Bitcoin  ( BTC/USD ) ",https://www.benzinga.com/general/biotech/22/12/30224896/elon-musk-tells-employees-tesla-will-be-most-valuable-company-on-earth-sam-bankman-fried-set-to-e,20221229T125945,"Elon Musk gave a much-needed pep talk to Tesla Inc TSLA employees through an email as the stock remains on track to close 2022 as the worst-performing mega-cap stock of the year. Musk gave out a rallying cry, calling employees to ramp up deliveries for the fourth quarter.",https://cdn.benzinga.com/files/images/story/2022/12/29/tsla_mark_composite_dark__662777bc0a8a5c2ad663bbb8269e8c36.png?width=1200&height=800&fit=crop,Benzinga,www.benzinga.com,Life Sciences,0.2,Energy & Transportation,0.2,Technology,0.2,-0.109979,Neutral
AAPL,"Yikes, there's not much worth streaming in January 2023. Here's what to watch anyway.",https://www.marketwatch.com/story/yikes-theres-not-much-worth-streaming-in-january-2023-heres-what-to-watch-anyway-11672319279,20221229T130800,"The Last of Us' and 'Poker Face' look to be the best of the bunch, but it may be a good month to cut back or catch up ...",https://images.mktw.net/im-690701/social,MarketWatch,www.marketwatch.com,Earnings,0.108179,Retail & Wholesale,0.5,Technology,0.5,0.070313,Neutral
BAC,Bank of America  ( BAC )  Gains As Market Dips: What You Should Know,https://www.zacks.com/stock/news/2033190/bank-of-america-bac-gains-as-market-dips-what-you-should-know,20221228T224524,"Bank of America (BAC) closed at $32.77 in the latest trading session, marking a +0.74% move from the prior day.",https://staticx-tuner.zacks.com/images/default_article_images/default139.jpg,Zacks Commentary,www.zacks.com,Earnings,0.972476,Finance,1,Financial Markets,0.266143,0.120351,Neutral
